feature,score
x_ori_1007,335
x_ori_1025,287
x_ori_2,271
x_ori_1024,263
x_ori_339,235
x_ori_1005,216
x_ori_223,212
x_ori_506,207
x_ori_222,204
x_ori_602,195
x_ori_366,191
x_ori_264,191
x_ori_864,176
x_ori_221,170
x_ori_502,161
x_ori_247,156
x_ori_1022,153
x_ori_371,153
x_ori_862,148
x_ori_321,147
x_ori_364,144
x_ori_858,139
x_ori_391,136
x_ori_792,135
x_ori_365,134
x_ori_113,131
x_ori_3,127
x_ori_290,126
x_ori_867,126
x_ori_601,122
x_ori_363,118
x_ori_362,117
x_ori_673,116
x_ori_794,116
x_ori_1006,110
x_ori_600,110
x_ori_285,110
x_ori_263,109
x_ori_127,108
x_ori_500,106
x_ori_508,105
x_ori_1004,105
x_ori_603,105
x_ori_464,105
x_ori_370,104
x_ori_590,104
x_ori_1023,103
x_ori_261,102
x_ori_665,102
x_ori_866,99
x_ori_1021,99
x_ori_288,98
x_ori_507,97
x_ori_394,96
x_ori_309,92
x_ori_281,92
x_ori_472,91
x_ori_505,90
x_ori_1042,90
x_ori_554,89
x_ori_262,89
x_ori_504,88
x_ori_474,88
x_ori_390,87
x_ori_475,87
x_ori_396,86
x_ori_784,84
x_ori_25,84
x_ori_490,84
x_ori_937,84
x_ori_605,83
x_ori_29,80
x_ori_144,80
x_ori_552,79
x_ori_340,79
x_ori_338,78
x_ori_461,78
x_ori_248,78
x_ori_8,77
x_ori_240,76
x_ori_669,75
x_ori_553,75
x_ori_314,75
x_ori_251,75
x_ori_935,74
x_ori_260,73
x_ori_83,72
x_ori_868,72
x_ori_676,71
x_ori_249,71
x_ori_369,71
x_ori_476,71
x_ori_284,70
x_ori_43,70
x_ori_677,69
x_ori_860,69
x_ori_509,68
x_ori_393,67
x_ori_283,67
x_ori_143,67
x_ori_360,67
x_ori_344,66
x_ori_473,66
x_ori_606,66
x_ori_870,66
x_ori_57,65
x_ori_820,65
x_ori_231,65
x_ori_940,65
x_ori_94,65
x_ori_668,65
x_ori_252,65
x_ori_226,64
x_ori_869,64
x_ori_460,63
x_ori_873,63
x_ori_607,63
x_ori_451,62
x_ori_501,62
x_ori_819,62
x_ori_287,61
x_ori_241,60
x_ori_470,60
x_ori_463,59
x_ori_510,59
x_ori_614,59
x_ori_79,59
x_ori_343,59
x_ori_17,59
x_ori_361,59
x_ori_395,58
x_ori_872,58
x_ori_217,57
x_ori_148,57
x_ori_359,56
x_ori_93,55
x_ori_385,55
x_ori_96,55
x_ori_341,55
x_ori_151,55
x_ori_292,54
x_ori_611,54
x_ori_752,53
x_ori_28,53
x_ori_125,53
x_ori_382,52
x_ori_126,52
x_ori_931,52
x_ori_311,51
x_ori_295,51
x_ori_310,51
x_ori_137,50
x_ori_98,50
x_ori_865,50
x_ori_616,50
x_ori_608,50
x_ori_621,49
x_ori_59,48
x_ori_871,48
x_ori_147,48
x_ori_92,47
x_ori_116,47
x_ori_609,47
x_ori_320,47
x_ori_368,47
x_ori_512,47
x_ori_615,47
x_ori_555,46
x_ori_42,46
x_ori_825,46
x_ori_610,46
x_ori_75,46
x_ori_939,46
x_ori_389,46
x_ori_235,46
x_ori_754,45
x_ori_347,45
x_ori_569,44
x_ori_384,44
x_ori_115,44
x_ori_350,44
x_ori_348,43
x_ori_278,43
x_ori_138,42
x_ori_513,42
x_ori_425,42
x_ori_493,42
x_ori_373,42
x_ori_604,42
x_ori_526,42
x_ori_342,41
x_ori_462,41
x_ori_408,41
x_ori_511,41
x_ori_259,41
x_ori_11,41
x_ori_293,41
x_ori_477,40
x_ori_649,40
x_ori_157,40
x_ori_86,40
x_ori_139,40
x_ori_672,40
x_ori_228,40
x_ori_469,40
x_ori_594,39
x_ori_224,39
x_ori_315,39
x_ori_27,39
x_ori_748,39
x_ori_102,39
x_ori_435,39
x_ori_80,38
x_ori_291,38
x_ori_560,38
x_ori_491,38
x_ori_56,38
x_ori_727,38
x_ori_613,37
x_ori_91,37
x_ori_31,37
x_ori_424,37
x_ori_466,37
x_ori_162,37
x_ori_695,37
x_ori_478,37
x_ori_876,37
x_ori_769,37
x_ori_559,37
x_ori_557,37
x_ori_753,36
x_ori_77,36
x_ori_896,36
x_ori_282,36
x_ori_423,36
x_ori_494,36
x_ori_150,36
x_ori_19,36
x_ori_492,36
x_ori_471,36
x_ori_349,36
x_ori_824,36
x_ori_733,35
x_ori_230,35
x_ori_85,35
x_ori_146,35
x_ori_346,35
x_ori_220,35
x_ori_47,35
x_ori_372,34
x_ori_156,34
x_ori_626,34
x_ori_358,34
x_ori_45,34
x_ori_18,34
x_ori_82,34
x_ori_153,34
x_ori_556,34
x_ori_88,34
x_ori_675,34
x_ori_392,34
x_ori_345,34
x_ori_564,34
x_ori_450,34
x_ori_219,33
x_ori_514,33
x_ori_129,33
x_ori_558,33
x_ori_933,33
x_ori_577,32
x_ori_357,32
x_ori_383,32
x_ori_488,32
x_ori_725,32
x_ori_101,32
x_ori_946,32
x_ori_498,32
x_ori_529,31
x_ori_155,31
x_ori_487,31
x_ori_468,31
x_ori_367,31
x_ori_589,31
x_ori_525,31
x_ori_87,31
x_ori_943,31
x_ori_495,31
x_ori_588,31
x_ori_499,31
x_ori_587,31
x_ori_859,31
x_ori_456,31
x_ori_84,30
x_ori_52,30
x_ori_58,30
x_ori_99,30
x_ori_1058,30
x_ori_944,30
x_ori_454,30
x_ori_612,29
x_ori_7,29
x_ori_9,29
x_ori_515,29
x_ori_313,29
x_ori_154,29
x_ori_232,29
x_ori_1011,29
x_ori_874,29
x_ori_104,29
x_ori_620,29
x_ori_459,29
x_ori_565,28
x_ori_26,28
x_ori_253,28
x_ori_158,28
x_ori_496,28
x_ori_23,28
x_ori_671,28
x_ori_76,28
x_ori_1015,28
x_ori_74,27
x_ori_905,27
x_ori_318,27
x_ori_822,27
x_ori_312,27
x_ori_294,27
x_ori_457,27
x_ori_149,27
x_ori_301,27
x_ori_286,27
x_ori_563,26
x_ori_503,26
x_ori_30,26
x_ori_355,26
x_ori_20,26
x_ori_152,26
x_ori_497,25
x_ori_458,25
x_ori_489,25
x_ori_562,25
x_ori_422,25
x_ori_593,25
x_ori_21,25
x_ori_316,24
x_ori_561,24
x_ori_246,24
x_ori_289,24
x_ori_942,24
x_ori_527,24
x_ori_405,24
x_ori_796,24
x_ori_255,24
x_ori_568,24
x_ori_38,24
x_ori_775,24
x_ori_667,24
x_ori_317,24
x_ori_592,23
x_ori_437,23
x_ori_319,23
x_ori_1013,23
x_ori_403,23
x_ori_397,23
x_ori_351,23
x_ori_774,22
x_ori_579,22
x_ori_1010,22
x_ori_81,22
x_ori_861,22
x_ori_34,22
x_ori_97,22
x_ori_1009,22
x_ori_623,22
x_ori_50,22
x_ori_236,22
x_ori_530,22
x_ori_941,22
x_ori_55,22
x_ori_133,22
x_ori_1052,21
x_ori_142,21
x_ori_732,21
x_ori_250,21
x_ori_878,21
x_ori_14,21
x_ori_580,21
x_ori_1012,21
