feature,score
x_ori_1007,320
x_ori_1025,313
x_ori_2,287
x_ori_339,252
x_ori_506,245
x_ori_1005,245
x_ori_223,224
x_ori_1024,222
x_ori_366,203
x_ori_602,201
x_ori_1022,197
x_ori_264,197
x_ori_862,195
x_ori_222,193
x_ori_864,184
x_ori_371,177
x_ori_221,173
x_ori_247,169
x_ori_858,154
x_ori_364,153
x_ori_365,151
x_ori_321,149
x_ori_502,147
x_ori_290,138
x_ori_792,138
x_ori_500,132
x_ori_474,132
x_ori_590,131
x_ori_600,131
x_ori_1006,131
x_ori_263,131
x_ori_867,129
x_ori_464,128
x_ori_554,128
x_ori_794,126
x_ori_113,125
x_ori_3,121
x_ori_363,121
x_ori_25,120
x_ori_601,120
x_ori_394,118
x_ori_391,116
x_ori_508,112
x_ori_370,110
x_ori_390,110
x_ori_127,110
x_ori_1004,109
x_ori_866,109
x_ori_288,109
x_ori_362,108
x_ori_504,108
x_ori_507,100
x_ori_261,99
x_ori_665,98
x_ori_29,98
x_ori_262,97
x_ori_1023,96
x_ori_309,95
x_ori_603,93
x_ori_396,92
x_ori_285,91
x_ori_1021,90
x_ori_1042,89
x_ori_281,89
x_ori_505,87
x_ori_937,87
x_ori_669,87
x_ori_94,86
x_ori_340,86
x_ori_820,85
x_ori_673,84
x_ori_8,84
x_ori_360,84
x_ori_605,84
x_ori_784,84
x_ori_284,83
x_ori_473,82
x_ori_870,81
x_ori_490,78
x_ori_606,77
x_ori_461,77
x_ori_472,77
x_ori_510,76
x_ori_43,75
x_ori_501,73
x_ori_260,72
x_ori_552,72
x_ori_475,72
x_ori_314,71
x_ori_144,71
x_ori_463,71
x_ori_676,71
x_ori_451,71
x_ori_341,71
x_ori_860,70
x_ori_393,70
x_ori_940,70
x_ori_310,70
x_ori_609,69
x_ori_83,69
x_ori_873,69
x_ori_677,69
x_ori_283,69
x_ori_249,69
x_ori_248,68
x_ori_614,68
x_ori_509,67
x_ori_369,67
x_ori_615,67
x_ori_287,67
x_ori_607,66
x_ori_616,66
x_ori_125,64
x_ori_338,64
x_ori_425,64
x_ori_126,64
x_ori_476,64
x_ori_869,63
x_ori_42,62
x_ori_226,62
x_ori_79,62
x_ori_295,62
x_ori_292,62
x_ori_752,61
x_ori_92,61
x_ori_868,61
x_ori_231,61
x_ori_28,60
x_ori_493,59
x_ori_754,59
x_ori_460,59
x_ori_931,59
x_ori_93,59
x_ori_143,59
x_ori_96,59
x_ori_553,58
x_ori_240,57
x_ori_935,56
x_ori_148,56
x_ori_470,56
x_ori_252,56
x_ori_511,56
x_ori_361,56
x_ori_59,56
x_ori_478,55
x_ori_896,55
x_ori_668,55
x_ori_872,55
x_ori_241,54
x_ori_825,54
x_ori_154,54
x_ori_621,54
x_ori_611,53
x_ori_672,53
x_ori_395,53
x_ori_462,52
x_ori_98,52
x_ori_217,52
x_ori_819,52
x_ori_57,52
x_ori_610,51
x_ori_471,51
x_ori_871,51
x_ori_876,50
x_ori_865,50
x_ori_116,49
x_ori_389,49
x_ori_344,49
x_ori_259,49
x_ori_367,48
x_ori_147,48
x_ori_526,48
x_ori_612,48
x_ori_138,48
x_ori_220,48
x_ori_315,48
x_ori_311,48
x_ori_75,48
x_ori_512,48
x_ori_939,48
x_ori_359,47
x_ori_385,47
x_ori_228,47
x_ori_368,47
x_ori_727,47
x_ori_82,46
x_ori_137,46
x_ori_31,46
x_ori_251,46
x_ori_594,46
x_ori_11,46
x_ori_469,45
x_ori_695,45
x_ori_17,45
x_ori_162,45
x_ori_9,44
x_ori_608,44
x_ori_149,44
x_ori_468,43
x_ori_224,43
x_ori_293,43
x_ori_342,43
x_ori_348,42
x_ori_347,42
x_ori_569,42
x_ori_80,42
x_ori_38,42
x_ori_555,42
x_ori_151,42
x_ori_466,41
x_ori_373,41
x_ori_343,41
x_ori_769,41
x_ori_494,41
x_ori_725,41
x_ori_104,41
x_ori_219,41
x_ori_301,41
x_ori_859,41
x_ori_346,41
x_ori_286,40
x_ori_26,40
x_ori_557,40
x_ori_102,40
x_ori_278,40
x_ori_317,39
x_ori_477,39
x_ori_153,39
x_ori_372,39
x_ori_492,39
x_ori_589,39
x_ori_424,39
x_ori_101,39
x_ori_90,39
x_ori_613,39
x_ori_86,38
x_ori_139,38
x_ori_294,38
x_ori_435,38
x_ori_593,38
x_ori_514,38
x_ori_515,38
x_ori_558,38
x_ori_115,38
x_ori_423,37
x_ori_491,37
x_ori_748,37
x_ori_358,37
x_ori_291,37
x_ori_349,37
x_ori_626,36
x_ori_740,36
x_ori_58,36
x_ori_350,36
x_ori_450,36
x_ori_6,35
x_ori_753,35
x_ori_20,35
x_ori_1058,35
x_ori_47,35
x_ori_498,35
x_ori_824,35
x_ori_588,35
x_ori_235,35
x_ori_408,35
x_ori_145,34
x_ori_513,34
x_ori_496,34
x_ori_345,34
x_ori_337,34
x_ori_1013,34
x_ori_1011,34
x_ori_91,34
x_ori_495,34
x_ori_667,34
x_ori_232,33
x_ori_318,33
x_ori_85,33
x_ori_1009,33
x_ori_679,33
x_ori_56,33
x_ori_525,33
x_ori_30,33
x_ori_556,33
x_ori_392,33
x_ori_313,33
x_ori_152,32
x_ori_649,32
x_ori_561,32
x_ori_88,32
x_ori_1040,32
x_ori_942,32
x_ori_733,31
x_ori_382,31
x_ori_156,30
x_ori_694,30
x_ori_52,30
x_ori_1052,30
x_ori_150,30
x_ori_1039,30
x_ori_18,30
x_ori_351,30
x_ori_157,30
x_ori_880,30
x_ori_320,29
x_ori_146,29
x_ori_497,29
x_ori_23,29
x_ori_1061,29
x_ori_579,29
x_ori_592,29
x_ori_650,29
x_ori_388,29
x_ori_568,28
x_ori_559,28
x_ori_27,28
x_ori_21,28
x_ori_943,28
x_ori_402,28
x_ori_316,28
x_ori_560,28
x_ori_10,28
x_ori_312,28
x_ori_319,28
x_ori_19,28
x_ori_7,28
x_ori_577,27
x_ori_487,27
x_ori_949,27
x_ori_587,27
x_ori_457,27
x_ori_230,27
x_ori_604,27
x_ori_129,27
x_ori_489,26
x_ori_565,26
x_ori_861,26
x_ori_933,26
x_ori_357,26
x_ori_384,26
x_ori_1088,26
x_ori_458,26
x_ori_99,26
x_ori_551,26
x_ori_76,26
x_ori_459,26
x_ori_158,26
x_ori_45,26
x_ori_563,26
x_ori_488,26
x_ori_675,26
x_ori_822,25
x_ori_562,25
x_ori_499,25
x_ori_22,25
x_ori_87,25
x_ori_671,25
x_ori_383,25
x_ori_456,25
x_ori_255,25
x_ori_97,25
x_ori_580,25
x_ori_1010,25
x_ori_403,25
x_ori_1012,25
x_ori_941,24
x_ori_528,24
x_ori_141,24
x_ori_155,24
x_ori_907,24
x_ori_531,24
x_ori_84,24
x_ori_225,24
x_ori_467,24
x_ori_527,24
x_ori_1041,24
x_ori_243,24
x_ori_678,24
x_ori_905,24
x_ori_74,23
x_ori_77,23
x_ori_250,23
x_ori_289,23
x_ori_503,23
x_ori_430,23
x_ori_128,23
x_ori_946,23
x_ori_282,23
x_ori_1015,23
x_ori_49,22
x_ori_892,22
x_ori_617,22
x_ori_438,22
x_ori_454,22
x_ori_427,22
x_ori_329,22
x_ori_969,22
x_ori_944,22
x_ori_564,22
x_ori_945,22
x_ori_529,22
x_ori_797,21
x_ori_120,21
x_ori_537,21
x_ori_774,21
x_ori_540,21
x_ori_453,21
x_ori_322,21
x_ori_620,21
x_ori_772,21
