feature,score
x_ori_329,65
x_ori_328,64
x_ori_242,64
x_ori_412,64
x_ori_823,64
x_ori_216,63
x_ori_598,63
x_ori_440,63
x_ori_165,62
x_ori_736,62
x_ori_726,61
x_ori_134,60
x_ori_913,60
x_ori_61,59
x_ori_654,59
x_ori_909,59
x_ori_397,59
x_ori_108,58
x_ori_118,58
x_ori_906,58
x_ori_109,58
x_ori_406,58
x_ori_439,58
x_ori_4,57
x_ori_107,57
x_ori_65,57
x_ori_881,57
x_ori_325,57
x_ori_41,56
x_ori_519,56
x_ori_229,56
x_ori_596,55
x_ori_793,55
x_ori_326,55
x_ori_827,55
x_ori_218,54
x_ori_886,54
x_ori_821,54
x_ori_413,54
x_ori_78,53
x_ori_39,53
x_ori_778,53
x_ori_570,53
x_ori_324,52
x_ori_37,52
x_ori_63,52
x_ori_465,52
x_ori_299,52
x_ori_387,52
x_ori_111,52
x_ori_739,52
x_ori_105,51
x_ori_307,51
x_ori_308,51
x_ori_245,51
x_ori_100,51
x_ori_743,51
x_ori_35,50
x_ori_482,50
x_ori_159,50
x_ori_978,50
x_ori_302,50
x_ori_66,50
x_ori_197,50
x_ori_683,50
x_ori_257,49
x_ori_131,49
x_ori_36,49
x_ori_64,49
x_ori_68,49
x_ori_414,49
x_ori_444,49
x_ori_327,48
x_ori_417,48
x_ori_407,48
x_ori_233,48
x_ori_135,48
x_ori_355,48
x_ori_106,47
x_ori_919,47
x_ori_888,47
x_ori_415,47
x_ori_297,47
x_ori_895,46
x_ori_755,46
x_ori_773,46
x_ori_947,45
x_ori_238,45
x_ori_1043,45
x_ori_13,45
x_ori_277,45
x_ori_336,45
x_ori_882,45
x_ori_625,45
x_ori_1090,45
x_ori_300,45
x_ori_879,44
x_ori_950,44
x_ori_121,44
x_ori_411,44
x_ori_885,44
x_ori_902,44
x_ori_1056,44
x_ori_112,43
x_ori_904,43
x_ori_548,43
x_ori_426,43
x_ori_1086,43
x_ori_305,43
x_ori_455,43
x_ori_716,43
x_ori_1070,43
x_ori_980,43
x_ori_227,42
