feature,score
x_rank_132,221
x_rank_776,200
x_rank_769,198
x_rank_584,188
x_rank_262,186
x_rank_341,168
x_rank_775,152
x_rank_779,150
x_rank_755,146
x_rank_338,140
x_rank_346,140
x_rank_345,139
x_rank_48,134
x_rank_790,132
x_rank_70,130
x_rank_236,119
x_rank_758,113
x_rank_46,111
x_rank_742,109
x_rank_28,106
x_rank_771,105
x_rank_767,105
x_rank_319,101
x_rank_759,101
x_rank_13,98
x_rank_52,98
x_rank_354,97
x_rank_266,97
x_rank_542,96
x_rank_754,96
x_rank_34,95
x_rank_226,94
x_rank_336,94
x_rank_309,92
x_rank_51,91
x_rank_166,87
x_rank_65,86
x_rank_192,86
x_rank_79,85
x_rank_761,84
x_rank_793,84
x_rank_207,84
x_rank_7,83
x_rank_764,82
x_rank_329,81
x_rank_25,80
x_rank_342,79
x_rank_739,78
x_rank_138,78
x_rank_247,77
x_rank_332,77
x_rank_53,76
x_rank_62,76
x_rank_732,76
x_rank_748,75
x_rank_786,75
x_rank_60,75
x_rank_301,75
x_rank_141,74
x_rank_4,73
x_rank_366,71
x_rank_78,70
x_rank_98,70
x_rank_170,70
x_rank_39,70
x_rank_47,68
x_rank_76,68
x_rank_31,67
x_rank_58,67
x_rank_743,65
x_rank_422,63
x_rank_284,63
x_rank_63,62
x_rank_382,62
x_rank_736,61
x_rank_57,60
x_rank_194,59
x_rank_296,59
x_rank_187,59
x_rank_129,58
x_rank_71,58
x_rank_69,57
x_rank_733,57
x_rank_333,57
x_rank_303,57
x_rank_38,56
x_rank_190,56
x_rank_268,55
x_rank_103,55
x_rank_42,55
x_rank_196,55
x_rank_185,55
x_rank_218,55
x_rank_26,55
x_rank_168,54
x_rank_44,54
x_rank_27,53
x_rank_655,53
x_rank_35,52
x_rank_73,52
x_rank_375,52
x_rank_201,52
x_rank_369,52
x_rank_144,51
x_rank_67,51
x_rank_292,51
x_rank_249,51
x_rank_734,50
x_rank_1,50
x_rank_22,50
x_rank_178,49
x_rank_522,49
x_rank_151,49
x_rank_29,49
x_rank_789,49
x_rank_75,49
x_rank_254,48
x_rank_136,48
x_rank_49,48
x_rank_253,48
x_rank_155,47
x_rank_264,47
x_rank_61,47
x_rank_68,46
x_rank_9,46
x_rank_37,45
x_rank_251,45
x_rank_30,45
x_rank_183,45
x_rank_215,45
x_rank_223,45
x_rank_239,45
x_rank_731,44
x_rank_222,44
x_rank_343,44
x_rank_316,44
x_rank_133,43
x_rank_167,43
x_rank_277,43
x_rank_91,43
x_rank_148,43
x_rank_146,43
x_rank_19,42
x_rank_304,42
x_rank_126,42
x_rank_237,42
x_rank_234,42
x_rank_80,41
x_rank_221,41
