feature,score
x_rank_127,37
x_rank_89,37
x_rank_682,37
x_rank_418,37
x_rank_571,37
x_rank_199,36
x_rank_355,36
x_rank_518,36
x_rank_619,36
x_rank_18,36
x_rank_368,36
x_rank_161,35
x_rank_20,35
x_rank_726,35
x_rank_500,35
x_rank_228,35
x_rank_572,35
x_rank_128,34
x_rank_446,34
x_rank_257,34
x_rank_72,34
x_rank_289,34
x_rank_561,34
x_rank_142,34
x_rank_208,33
x_rank_543,33
x_rank_488,33
x_rank_101,33
x_rank_92,33
x_rank_64,32
x_rank_610,32
x_rank_484,32
x_rank_105,32
x_rank_297,32
x_rank_530,32
x_rank_624,31
x_rank_533,31
x_rank_595,31
x_rank_386,31
x_rank_378,30
x_rank_459,30
x_rank_593,30
x_rank_360,30
x_rank_217,30
x_rank_639,30
x_rank_588,29
x_rank_596,29
x_rank_548,29
x_rank_544,29
x_rank_43,29
x_rank_577,29
x_rank_568,29
x_rank_135,29
x_rank_654,29
x_rank_608,28
x_rank_590,28
x_rank_552,28
x_rank_564,28
x_rank_585,28
x_rank_370,28
x_rank_123,28
x_rank_627,28
x_rank_640,28
x_rank_193,28
x_rank_326,27
x_rank_549,27
x_rank_347,27
x_rank_506,27
x_rank_562,27
x_rank_657,27
x_rank_551,27
x_rank_550,26
x_rank_621,26
x_rank_589,26
x_rank_539,26
x_rank_244,26
x_rank_517,26
x_rank_510,25
x_rank_227,25
x_rank_581,25
x_rank_509,25
x_rank_505,25
x_rank_441,25
x_rank_88,24
x_rank_463,24
x_rank_536,24
x_rank_687,24
x_rank_381,24
x_rank_474,24
x_rank_583,24
x_rank_579,24
x_rank_503,24
x_rank_688,24
x_rank_618,24
x_rank_477,23
x_rank_188,23
x_rank_323,23
x_rank_276,23
x_rank_628,23
x_rank_502,23
x_rank_554,22
x_rank_181,22
x_rank_546,22
x_rank_490,22
x_rank_545,22
x_rank_570,22
x_rank_738,22
x_rank_478,22
x_rank_594,22
x_rank_670,22
x_rank_599,22
x_rank_641,21
x_rank_607,21
x_rank_630,21
x_rank_560,21
x_rank_600,21
x_rank_587,20
x_rank_523,20
x_rank_200,20
x_rank_652,20
x_rank_263,20
x_rank_492,20
x_rank_469,20
x_rank_646,20
x_rank_609,20
x_rank_592,20
x_rank_615,20
x_rank_606,20
x_rank_576,20
x_rank_466,20
x_rank_659,20
x_rank_205,19
x_rank_328,19
x_rank_660,19
x_rank_703,19
x_rank_314,19
x_rank_312,19
x_rank_649,19
x_rank_515,19
x_rank_241,18
x_rank_547,18
x_rank_669,18
x_rank_396,18
x_rank_424,18
x_rank_483,18
x_rank_643,18
x_rank_602,18
x_rank_626,17
x_rank_111,17
x_rank_501,17
x_rank_605,17
x_rank_645,17
x_rank_482,17
x_rank_529,17
x_rank_637,17
x_rank_541,17
x_rank_532,17
x_rank_612,17
x_rank_569,17
x_rank_636,17
x_rank_508,17
x_rank_578,17
x_rank_242,16
x_rank_672,16
x_rank_137,16
x_rank_676,16
x_rank_494,16
x_rank_565,16
x_rank_485,16
x_rank_487,16
x_rank_650,16
x_rank_634,16
x_rank_666,16
x_rank_102,16
x_rank_701,16
x_rank_172,16
x_rank_647,15
x_rank_665,15
x_rank_616,15
x_rank_611,15
x_rank_582,15
x_rank_617,15
x_rank_635,15
x_rank_467,15
x_rank_497,15
x_rank_559,14
x_rank_684,14
x_rank_511,14
x_rank_442,14
x_rank_668,14
x_rank_567,14
x_rank_395,14
x_rank_290,14
x_rank_425,14
x_rank_535,14
x_rank_683,14
x_rank_622,14
x_rank_534,13
x_rank_230,13
x_rank_648,13
x_rank_642,13
x_rank_664,13
x_rank_603,13
x_rank_531,13
x_rank_527,13
x_rank_597,12
x_rank_348,12
x_rank_496,12
x_rank_671,12
x_rank_538,12
x_rank_379,12
x_rank_663,12
x_rank_691,12
x_rank_620,12
x_rank_555,12
x_rank_556,11
x_rank_481,11
x_rank_409,11
x_rank_376,11
x_rank_362,11
x_rank_243,11
x_rank_372,11
x_rank_629,11
x_rank_604,11
x_rank_498,11
x_rank_661,11
x_rank_364,11
x_rank_537,11
x_rank_651,11
x_rank_514,11
x_rank_540,11
x_rank_656,11
x_rank_402,11
x_rank_399,10
x_rank_367,10
x_rank_625,10
x_rank_352,10
x_rank_662,10
x_rank_644,10
x_rank_524,10
x_rank_697,10
x_rank_512,10
x_rank_427,10
x_rank_240,10
x_rank_389,9
x_rank_574,9
x_rank_377,9
x_rank_486,9
x_rank_700,9
x_rank_238,9
x_rank_149,9
x_rank_614,9
x_rank_558,9
x_rank_507,9
x_rank_513,9
x_rank_737,9
x_rank_553,8
x_rank_613,8
x_rank_287,8
x_rank_675,8
x_rank_504,8
x_rank_491,8
x_rank_107,8
x_rank_470,8
x_rank_704,7
x_rank_250,7
x_rank_408,7
x_rank_212,7
x_rank_674,7
x_rank_631,7
x_rank_680,7
x_rank_685,7
x_rank_566,7
x_rank_693,7
x_rank_393,7
x_rank_658,7
x_rank_245,7
x_rank_210,7
x_rank_405,7
x_rank_705,7
x_rank_623,7
x_rank_280,6
x_rank_689,6
x_rank_690,6
x_rank_752,6
x_rank_371,6
x_rank_712,6
x_rank_516,6
x_rank_394,6
x_rank_686,6
x_rank_255,6
x_rank_281,6
x_rank_699,6
x_rank_158,6
x_rank_224,6
x_rank_633,6
x_rank_598,6
x_rank_702,6
x_rank_271,5
x_rank_708,5
x_rank_727,5
x_rank_725,5
x_rank_495,5
x_rank_673,5
x_rank_392,5
x_rank_696,5
x_rank_77,4
x_rank_373,4
x_rank_591,4
x_rank_717,4
x_rank_388,4
x_rank_209,4
x_rank_444,4
x_rank_716,4
x_rank_746,4
x_rank_293,4
x_rank_229,4
x_rank_795,3
x_rank_710,3
x_rank_411,3
x_rank_400,3
x_rank_749,3
x_rank_747,3
x_rank_681,3
x_rank_428,3
x_rank_455,3
x_rank_456,3
x_rank_632,3
x_rank_709,3
x_rank_302,3
x_rank_653,3
x_rank_414,3
x_rank_397,2
x_rank_403,2
x_rank_694,2
x_rank_404,2
x_rank_707,2
x_rank_438,2
x_rank_774,2
x_rank_760,2
x_rank_385,2
x_rank_753,2
x_rank_401,2
x_rank_406,2
x_rank_499,2
x_rank_274,2
x_rank_412,2
x_rank_374,2
x_rank_721,1
x_rank_340,1
x_rank_730,1
x_rank_713,1
x_rank_762,1
x_rank_799,1
x_rank_361,1
x_rank_220,1
x_rank_449,1
x_rank_679,1
x_rank_757,1
x_rank_410,1
x_rank_252,1
x_rank_416,1
x_rank_770,1
x_rank_745,1
x_rank_468,1
x_rank_698,1
x_rank_384,1
x_rank_798,1
x_rank_729,1
x_rank_765,1
x_rank_706,1
x_rank_380,1
x_rank_714,1
x_rank_785,1
x_rank_59,1
x_rank_792,1
x_rank_451,1
x_rank_768,1
x_rank_573,1
x_rank_387,1
x_rank_728,1
x_rank_720,1
x_rank_741,1
x_rank_787,1
