feature,score
x_rank_769,308
x_rank_776,306
x_rank_584,292
x_rank_262,262
x_rank_341,259
x_rank_775,256
x_rank_132,254
x_rank_779,209
x_rank_346,208
x_rank_345,203
x_rank_70,201
x_rank_755,192
x_rank_338,189
x_rank_790,185
x_rank_236,185
x_rank_28,181
x_rank_65,178
x_rank_758,175
x_rank_742,173
x_rank_192,170
x_rank_48,167
x_rank_761,151
x_rank_34,150
x_rank_319,149
x_rank_771,148
x_rank_754,144
x_rank_52,144
x_rank_732,143
x_rank_767,141
x_rank_793,140
x_rank_336,138
x_rank_366,138
x_rank_79,137
x_rank_46,137
x_rank_354,136
x_rank_542,136
x_rank_329,135
x_rank_247,134
x_rank_786,130
x_rank_25,130
x_rank_759,129
x_rank_39,129
x_rank_141,128
x_rank_51,125
x_rank_13,125
x_rank_369,123
x_rank_166,121
x_rank_764,116
x_rank_226,116
x_rank_138,113
x_rank_332,112
x_rank_748,111
x_rank_736,109
x_rank_333,109
x_rank_207,109
x_rank_303,108
x_rank_98,105
x_rank_249,104
x_rank_743,104
x_rank_53,103
x_rank_58,102
x_rank_284,100
x_rank_309,99
x_rank_194,97
x_rank_266,97
x_rank_76,97
x_rank_26,97
x_rank_7,97
x_rank_301,97
x_rank_60,96
x_rank_342,94
x_rank_178,94
x_rank_655,94
x_rank_63,94
x_rank_196,92
x_rank_739,91
x_rank_30,89
x_rank_47,88
x_rank_62,88
x_rank_57,88
x_rank_151,87
x_rank_42,87
x_rank_69,86
x_rank_68,84
x_rank_201,84
x_rank_71,84
x_rank_78,83
x_rank_73,83
x_rank_382,83
x_rank_61,82
x_rank_190,82
x_rank_4,81
x_rank_734,81
x_rank_422,81
x_rank_170,80
x_rank_35,79
x_rank_133,78
x_rank_29,78
x_rank_218,77
x_rank_168,77
x_rank_213,77
x_rank_95,77
x_rank_49,77
x_rank_253,77
x_rank_292,76
x_rank_80,76
x_rank_44,76
x_rank_198,75
x_rank_264,75
x_rank_38,75
x_rank_67,75
x_rank_37,74
x_rank_31,74
x_rank_237,74
x_rank_183,74
x_rank_789,74
x_rank_129,73
x_rank_19,73
x_rank_27,73
x_rank_22,73
x_rank_185,72
x_rank_304,71
x_rank_316,70
x_rank_103,70
x_rank_204,70
x_rank_167,69
x_rank_221,69
x_rank_1,69
x_rank_234,69
x_rank_152,68
x_rank_197,68
x_rank_256,68
x_rank_10,67
x_rank_99,67
x_rank_277,66
x_rank_251,65
x_rank_239,65
x_rank_177,65
x_rank_187,64
x_rank_113,64
x_rank_90,64
x_rank_233,63
x_rank_327,63
x_rank_84,63
x_rank_343,62
x_rank_148,62
x_rank_282,62
x_rank_254,61
x_rank_93,61
x_rank_268,61
x_rank_174,61
x_rank_420,60
x_rank_781,60
x_rank_222,60
x_rank_16,60
x_rank_246,60
x_rank_375,59
x_rank_453,59
x_rank_15,58
x_rank_472,57
x_rank_9,57
x_rank_180,57
x_rank_522,57
x_rank_300,56
x_rank_269,56
x_rank_55,56
x_rank_731,56
x_rank_32,56
x_rank_169,55
x_rank_448,55
x_rank_248,55
x_rank_296,54
x_rank_5,54
x_rank_232,54
x_rank_156,54
x_rank_278,54
x_rank_383,54
x_rank_14,54
x_rank_275,54
x_rank_146,53
x_rank_457,53
x_rank_294,53
x_rank_136,52
x_rank_295,52
x_rank_118,52
x_rank_450,52
x_rank_94,52
x_rank_391,52
x_rank_260,51
x_rank_8,51
x_rank_740,51
x_rank_145,51
x_rank_114,51
x_rank_82,50
x_rank_203,50
x_rank_225,50
x_rank_638,50
x_rank_160,50
x_rank_165,50
x_rank_126,50
x_rank_75,49
x_rank_173,48
x_rank_91,48
x_rank_2,48
x_rank_454,48
x_rank_50,47
x_rank_144,47
x_rank_36,47
x_rank_153,46
x_rank_733,46
x_rank_784,46
x_rank_155,46
x_rank_150,46
x_rank_215,46
x_rank_315,46
x_rank_66,46
x_rank_259,46
x_rank_40,45
x_rank_96,45
x_rank_45,45
x_rank_211,45
x_rank_154,45
x_rank_794,44
x_rank_54,44
x_rank_471,44
x_rank_223,44
x_rank_179,44
x_rank_97,44
x_rank_116,44
x_rank_339,43
x_rank_724,43
x_rank_479,43
x_rank_106,43
x_rank_279,43
x_rank_131,43
x_rank_147,43
x_rank_308,43
x_rank_305,42
x_rank_119,42
x_rank_134,42
x_rank_23,42
x_rank_87,41
x_rank_267,41
x_rank_195,41
x_rank_349,41
x_rank_318,41
x_rank_462,40
x_rank_460,40
x_rank_189,40
x_rank_109,40
x_rank_124,40
x_rank_358,40
x_rank_17,40
x_rank_330,40
x_rank_307,39
x_rank_74,39
x_rank_219,39
x_rank_473,38
x_rank_335,38
x_rank_437,38
x_rank_191,38
x_rank_163,38
x_rank_162,38
x_rank_85,38
x_rank_310,37
x_rank_322,37
x_rank_320,37
x_rank_56,37
x_rank_143,37
x_rank_311,37
x_rank_104,37
x_rank_139,37
x_rank_344,36
x_rank_423,36
x_rank_464,36
x_rank_291,36
x_rank_117,35
x_rank_161,35
x_rank_458,35
x_rank_112,35
x_rank_350,35
x_rank_562,35
x_rank_272,35
x_rank_175,35
x_rank_11,34
x_rank_526,34
x_rank_41,34
x_rank_202,34
x_rank_313,34
x_rank_122,33
x_rank_3,33
x_rank_273,33
x_rank_83,33
x_rank_6,33
x_rank_265,33
x_rank_127,33
x_rank_159,33
x_rank_176,33
x_rank_21,32
x_rank_288,32
x_rank_235,32
x_rank_184,32
x_rank_86,31
x_rank_306,31
x_rank_461,31
x_rank_480,31
x_rank_493,31
x_rank_216,31
x_rank_475,31
x_rank_465,31
x_rank_115,31
x_rank_298,31
x_rank_140,31
x_rank_125,31
x_rank_157,31
x_rank_120,31
x_rank_100,31
x_rank_206,31
x_rank_489,31
x_rank_261,30
x_rank_258,30
x_rank_563,30
x_rank_533,30
x_rank_368,30
x_rank_72,30
x_rank_317,29
x_rank_571,29
x_rank_101,29
x_rank_357,29
x_rank_164,29
x_rank_463,29
x_rank_580,29
x_rank_575,29
x_rank_359,28
x_rank_418,28
x_rank_18,28
x_rank_285,28
x_rank_286,28
x_rank_557,28
x_rank_270,28
x_rank_33,27
x_rank_130,27
x_rank_186,27
x_rank_12,27
x_rank_476,27
x_rank_610,27
x_rank_24,27
x_rank_586,27
x_rank_356,26
x_rank_363,26
x_rank_627,26
x_rank_337,26
x_rank_365,25
x_rank_355,25
x_rank_552,25
x_rank_619,25
x_rank_596,25
x_rank_334,25
x_rank_276,25
x_rank_193,25
x_rank_521,24
x_rank_517,24
x_rank_351,24
x_rank_289,24
x_rank_121,24
x_rank_110,23
x_rank_182,23
x_rank_543,23
x_rank_231,23
x_rank_105,23
x_rank_500,23
x_rank_624,23
x_rank_257,23
x_rank_89,22
x_rank_217,22
x_rank_199,22
x_rank_326,22
x_rank_108,22
