feature,score
x_rank_769,219
x_rank_776,201
x_rank_584,199
x_rank_262,187
x_rank_132,176
x_rank_775,174
x_rank_755,170
x_rank_341,169
x_rank_346,147
x_rank_70,145
x_rank_338,144
x_rank_34,125
x_rank_48,121
x_rank_779,120
x_rank_345,117
x_rank_742,114
x_rank_790,113
x_rank_319,107
x_rank_28,104
x_rank_771,104
x_rank_236,102
x_rank_793,101
x_rank_39,101
x_rank_354,99
x_rank_79,99
x_rank_65,99
x_rank_51,98
x_rank_758,97
x_rank_192,96
x_rank_754,91
x_rank_25,89
x_rank_732,88
x_rank_761,88
x_rank_46,87
x_rank_786,87
x_rank_266,87
x_rank_52,86
x_rank_138,83
x_rank_141,82
x_rank_247,82
x_rank_767,82
x_rank_366,82
x_rank_60,82
x_rank_207,81
x_rank_62,81
x_rank_13,81
x_rank_309,80
x_rank_336,80
x_rank_226,79
x_rank_53,77
x_rank_342,76
x_rank_748,76
x_rank_759,76
x_rank_332,75
x_rank_129,74
x_rank_542,74
x_rank_329,74
x_rank_301,72
x_rank_268,71
x_rank_764,71
x_rank_166,71
x_rank_178,70
x_rank_47,67
x_rank_369,67
x_rank_69,66
x_rank_333,66
x_rank_98,66
x_rank_151,65
x_rank_29,65
x_rank_183,64
x_rank_38,63
x_rank_201,63
x_rank_22,62
x_rank_78,62
x_rank_187,62
x_rank_303,62
x_rank_76,62
x_rank_63,62
x_rank_71,62
x_rank_58,61
x_rank_190,61
x_rank_743,60
x_rank_284,60
x_rank_734,60
x_rank_61,59
x_rank_57,59
x_rank_68,59
x_rank_736,58
x_rank_44,58
x_rank_19,57
x_rank_4,57
x_rank_422,56
x_rank_73,56
x_rank_194,56
x_rank_739,56
x_rank_196,56
x_rank_42,55
x_rank_103,55
x_rank_249,55
x_rank_113,55
x_rank_30,54
x_rank_31,54
x_rank_136,53
x_rank_239,53
x_rank_67,53
x_rank_10,53
x_rank_221,53
x_rank_9,52
x_rank_316,51
x_rank_7,51
x_rank_218,50
x_rank_789,50
x_rank_197,50
x_rank_251,49
x_rank_49,49
x_rank_168,49
x_rank_234,49
x_rank_50,48
x_rank_254,48
x_rank_382,48
x_rank_292,48
x_rank_213,47
x_rank_26,47
x_rank_1,47
x_rank_253,47
x_rank_264,46
x_rank_471,46
x_rank_179,46
x_rank_237,45
x_rank_170,45
x_rank_36,45
x_rank_256,45
x_rank_27,45
x_rank_80,44
x_rank_655,44
x_rank_457,44
x_rank_14,44
x_rank_84,43
x_rank_37,42
x_rank_94,42
x_rank_173,42
x_rank_95,42
x_rank_479,41
x_rank_731,41
x_rank_304,41
x_rank_116,41
x_rank_152,41
x_rank_124,41
x_rank_133,40
x_rank_215,40
x_rank_82,40
x_rank_8,40
x_rank_35,40
x_rank_260,40
x_rank_148,40
x_rank_296,40
x_rank_146,40
x_rank_472,39
x_rank_15,39
x_rank_118,39
x_rank_277,39
x_rank_733,39
x_rank_120,39
x_rank_177,39
